,id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
5561,1060989,147,77,2139,290.03,292.03,0,0,241.2511727315094
5562,1031082,147,77,2631,98.0,151.32,0,0,359.2394071760514
5563,1330372,147,77,1248,99.0,153.26,0,0,351.52002575090705
5564,1415361,147,77,1778,179.48,180.48,0,0,317.37655905599536
5565,1405041,147,77,1062,184.36,184.36,0,0,310.87249814042275
5566,1277919,147,77,2707,207.61,208.61,0,0,302.1379125456613
5567,1179936,147,77,1230,369.63,369.63,0,0,181.80721447738892
5568,1122653,147,77,2322,367.63,369.63,0,0,187.73566035768488
5569,1126746,147,77,2290,261.96,260.96,0,0,262.76735738344547
5570,1286535,147,77,1727,423.95,421.95,0,0,146.86602329069092
5571,1075135,147,77,1109,311.43,309.43,0,0,222.7626421601601
5572,1191038,147,77,1571,583.03,583.03,0,0,33.85700385919597
5573,1051743,147,77,2640,319.13,320.13,0,0,223.63846192045935
5574,1412947,147,77,1878,320.13,319.13,0,0,220.00265340016819
5575,1386138,147,77,2306,242.53,336.62,0,0,241.2619355899703
5576,1183542,147,77,2126,435.53,509.31,0,0,112.6183625994559
5577,1253731,147,77,2826,325.92,326.92,0,0,219.7757250865787
5578,1388765,147,77,1754,280.36,290.03,1,0,566.3484289027401
5579,1316517,147,77,1971,281.36,289.06,1,1,831.8662960071714
5580,1447951,147,77,1902,445.23,446.23,0,0,131.68201408077107
5581,1029430,147,77,1247,445.23,447.23,0,0,128.1526601537147
5582,1167708,147,77,1558,513.19,511.19,0,0,83.4930503110719
5583,1008958,147,77,2581,512.19,511.19,0,0,88.75790257950257
5584,1247967,147,77,1962,511.19,512.19,0,0,85.73297922902145
5585,1203050,147,77,1445,727.53,727.53,0,0,-68.0462220749356
5586,1117272,147,77,2444,728.53,726.53,0,0,-63.18851225747892
5587,1164049,147,77,2867,727.53,726.53,0,0,-60.81753335795736
5588,1309077,147,77,2760,261.93,261.93,0,0,264.68504623330654
5589,1152692,147,77,1525,319.13,320.13,0,0,218.26068057657017
5590,1304019,147,77,2704,319.13,319.13,0,0,224.3173505791404
5591,1102018,147,77,1543,389.03,482.09,0,1,399.70862702204704
5592,1392035,147,77,2304,387.03,483.09,0,1,403.67041059449747
5593,1108262,147,77,2664,284.24,283.24,0,0,248.95276899843446
5594,1286209,147,77,2569,282.33,280.33,0,0,250.20370459792503
5595,1079439,147,77,2490,279.36,281.36,0,0,250.4238334181306
5596,1094768,147,41,1885,159.11,158.11,0,0,349.91945334550155
5597,1425078,147,41,1993,159.11,159.11,0,0,350.07014171924106
5598,1007209,147,41,2539,160.11,159.11,0,0,352.37276831050735
5599,1226604,147,41,2139,282.33,281.33,0,0,264.7664429895383
5600,1039007,147,41,1778,191.09,192.09,0,0,326.24475750883596
5601,1029038,147,41,1062,193.03,195.03,0,0,321.06123952882365
5602,1068960,147,41,2707,241.53,242.53,0,0,295.3666446699912
5603,1113318,147,41,1207,390.0,388.0,0,0,185.16407740084384
5604,1185029,147,41,1230,378.36,534.53,0,0,134.8787997135414
5605,1198442,147,41,2322,389.0,461.75,0,0,163.56975551019747
5606,1287231,147,41,2290,302.64,303.64,0,0,250.51686447441796
5607,1011881,147,41,1727,392.88,465.63,0,0,157.980090565129
5608,1232434,147,41,1109,311.43,309.43,0,0,239.76953196548885
5609,1495173,147,41,1216,417.13,416.13,0,0,165.81895656595697
5610,1059960,147,41,2826,379.33,377.33,0,0,200.45245714042602
5611,1313421,147,41,1754,244.5,329.86,1,1,844.9152686146058
5612,1428766,147,41,1971,244.44,346.35,1,1,839.8769903895302
5613,1010331,147,41,1247,445.23,446.23,0,0,145.52975879170754
5614,1412109,147,41,1770,425.83,486.03,0,0,139.73542478906137
5615,1423216,147,41,1558,563.6,562.6,0,0,64.79196805557763
5616,1383534,147,41,2581,564.6,564.6,0,0,68.65480630979835
5617,1389117,147,41,1962,562.6,563.6,0,0,66.70109879908637
5618,1105799,147,41,2760,242.53,243.53,0,0,294.92126314380664
5619,1439341,147,41,2704,321.13,321.13,0,0,239.92222637025927
5620,1081423,147,41,1543,387.03,484.03,0,0,152.21596286478996
5621,1286540,147,41,2304,389.03,484.03,0,0,155.22476257214112
5622,1112602,147,41,2664,343.38,343.38,0,0,224.13189557091425
5623,1274554,147,41,2569,345.38,345.38,0,0,222.27168493996044
5624,1221456,147,41,2490,292.03,292.03,0,0,259.2893821087682
5625,1328835,147,30,1885,158.17,158.17,0,0,355.4047407622554
5626,1131459,147,30,1993,156.17,157.17,0,0,356.95744315020477
5627,1096610,147,30,2539,159.14,158.14,0,0,358.2492947701385
5628,1262092,147,30,2139,290.03,290.03,0,0,264.1950298649057
5629,1127666,147,30,2631,99.0,163.93,0,0,376.44371508978446
5630,1115978,147,30,1248,92.15,165.93,0,0,371.2988868040408
5631,1095368,147,30,1778,191.15,189.15,0,0,332.50987324914126
5632,1033758,147,30,1062,194.06,194.06,0,0,326.2761696395731
5633,1359792,147,30,2707,238.65,238.65,0,0,302.9523033458568
5634,1112398,147,30,1207,390.0,388.0,0,0,190.36062706358314
5635,1239082,147,30,1230,388.0,390.0,0,0,190.39273755961153
5636,1251424,147,30,2322,385.12,385.12,0,0,198.41890493681615
5637,1333514,147,30,2290,304.64,303.64,0,0,255.05181778827563
5638,1037582,147,30,1727,466.63,464.63,0,0,139.15048369552102
5639,1117072,147,30,1109,311.43,309.43,0,0,244.96608162822815
5640,1088111,147,30,1571,640.23,640.23,0,0,15.962842520862637
5641,1436892,147,30,2956,641.23,640.23,0,0,22.31206870632002
5642,1304104,147,30,2577,320.13,319.13,0,0,245.57745534301523
5643,1447677,147,30,2640,321.13,319.13,0,0,245.5505138723098
5644,1277532,147,30,1878,319.13,321.13,0,1,506.2394185534481
5645,1014950,147,30,2306,229.92,336.62,0,0,267.6367400377373
5646,1287716,147,30,1216,418.13,417.13,0,0,170.31449922159135
5647,1087842,147,30,2826,378.33,377.33,0,0,205.97980497760614
5648,1288985,147,30,1754,242.5,328.86,1,0,586.7006782827917
5649,1258199,147,30,1971,244.47,344.35,1,1,845.8040337723645
5650,1459135,147,30,1902,446.23,445.23,0,0,153.92486420706234
5651,1208631,147,30,1247,445.23,445.23,0,0,151.09651728711094
5652,1418302,147,30,1770,426.83,426.83,0,0,166.51753917107374
5653,1167549,147,30,1198,191.12,226.01,0,0,316.07648869909764
5654,1442242,147,30,1311,171.75,169.75,0,0,343.8570110815092
5655,1306774,147,30,1803,145.5,178.54,0,0,351.6593036839691
5656,1468273,147,30,1438,196.0,195.0,0,0,327.09991885630325
5657,1407633,147,30,2494,194.0,196.0,0,0,332.4845235018006
5658,1235156,147,30,1847,196.0,194.0,0,0,329.4427847021069
5659,1486929,147,30,1558,564.6,563.6,0,0,69.28751071121201
5660,1344920,147,30,2581,563.6,562.6,0,0,74.92257181230673
5661,1051981,147,30,1962,562.6,564.6,0,0,71.52743962916162
5662,1249185,147,30,1445,728.53,728.53,0,0,-46.543789613972535
5663,1491536,147,30,2867,727.53,726.53,0,0,-38.614093889889205
5664,1149962,147,30,2760,242.53,242.53,0,0,300.48802163921005
5665,1345579,147,30,1525,321.13,321.13,0,0,239.4323148630925
5666,1444631,147,30,2704,321.13,321.13,0,0,245.1187760329986
5667,1220238,147,30,2492,388.03,388.03,0,0,197.19890533399837
5668,1035004,147,30,1543,396.73,485.03,0,1,418.27650657888825
5669,1151818,147,30,2304,388.03,485.03,0,1,424.8248467527564
5670,1079774,147,30,2664,345.38,345.38,0,0,227.9264312194437
5671,1348908,147,30,2569,344.38,343.38,0,0,228.53945044246882
5672,1301239,147,30,2490,290.03,291.03,0,0,265.5177369530533
5673,1165312,147,76,1885,158.17,156.17,0,0,334.4141325652191
5674,1107240,147,76,1993,157.14,159.14,0,0,334.17623165828445
5675,1075276,147,76,2539,158.11,158.11,0,0,336.87009729242794
5676,1425377,147,76,2139,292.03,290.03,0,0,241.8024076536595
5677,1361060,147,76,2631,97.0,165.93,0,0,354.63386791097344
5678,1174386,147,76,1248,97.03,163.93,0,0,348.69398351573324
5679,1385420,147,76,1778,193.09,193.09,0,0,308.678476127665
5680,1087440,147,76,1062,193.03,194.03,0,0,304.89697216186255
5681,1093409,147,76,2707,238.68,238.68,0,0,281.20024727327916
5682,1428145,147,76,1207,384.12,386.12,0,0,171.27068707233923
5683,1316942,147,76,1230,382.24,381.24,0,0,173.81013855616357
5684,1209794,147,76,2322,380.24,381.24,0,0,179.73858443645958
5685,1206396,147,76,2290,302.64,304.64,0,0,233.61217944212868
5686,1015193,147,76,1727,465.63,464.63,0,0,117.75025600759739
5687,1391402,147,76,1109,309.43,311.43,0,0,223.15623444941713
5688,1376423,147,76,2577,319.13,321.13,0,0,223.43680998976333
5689,1235519,147,76,2640,320.13,320.13,0,0,223.78007735172207
5690,1193174,147,76,1878,321.13,320.13,0,0,219.77405999876686
5691,1043312,147,76,1216,435.56,434.56,0,0,136.36492122538812
5692,1281035,147,76,2126,485.03,484.03,0,0,106.07514586008642
5693,1311326,147,76,2826,378.33,377.33,0,0,184.24877911524163
5694,1044397,147,76,1754,243.5,332.74,1,1,827.6453891513489
5695,1243253,147,76,1971,242.5,351.2,1,1,822.1887498098995
5696,1440334,147,76,1770,426.83,485.03,0,0,123.24035924765946
5697,1118156,147,76,1198,194.03,340.53,0,0,250.98652463241916
5698,1352707,147,76,1311,213.46,213.46,0,0,292.14656528747037
5699,1424787,147,76,1803,169.75,198.88,0,0,314.3763744350269
5700,1045222,147,76,1438,196.0,196.0,0,0,304.99868416127464
5701,1368447,147,76,2494,195.0,195.0,0,0,310.7929082976593
5702,1400203,147,76,1847,196.0,196.0,0,0,306.97134117441425
5703,1438927,147,76,1558,563.6,562.6,0,0,48.25749185595248
5704,1070475,147,76,2581,564.6,563.6,0,0,52.49053894283736
5705,1297117,147,76,1962,562.6,562.6,0,0,50.53683143212527
5706,1286904,147,76,1445,728.53,728.53,0,0,-68.27481547633704
5707,1061984,147,76,2444,728.53,727.53,0,0,-63.086307484439544
5708,1226060,147,76,2760,243.53,243.53,0,0,278.0559887697406
5709,1478109,147,76,1525,317.25,316.25,0,0,220.79140502095913
5710,1349761,147,76,2704,311.37,313.37,0,0,229.48916089464996
5711,1394329,147,76,1543,388.03,484.03,0,1,399.7936336668231
5712,1127659,147,76,2304,399.64,485.03,0,1,399.25325408513385
5713,1297146,147,76,2664,327.89,326.89,0,0,218.82622674400835
5714,1451772,147,76,2569,328.89,327.89,0,0,217.6670231201595
5715,1470662,147,76,2490,292.03,292.03,0,0,242.75490590914305
5716,1169852,147,59,1885,156.17,157.17,0,0,342.7365513783975
5717,1154015,147,59,1993,157.14,158.14,0,0,342.5774717879093
5718,1453206,147,59,2539,156.2,156.2,0,0,346.2400519729591
5719,1353248,147,59,2139,292.03,291.03,0,0,249.4632301179562
5720,1194111,147,59,2631,95.06,164.93,0,0,363.6768564990135
5721,1354008,147,59,1248,95.06,165.93,0,0,356.63626955101427
5722,1243256,147,59,1778,194.06,194.06,0,0,316.02953062773406
5723,1308796,147,59,1062,192.12,192.12,0,0,313.9361286679529
5724,1060557,147,59,2707,237.71,236.71,0,0,290.28146419979583
5725,1114607,147,59,1207,370.6,370.6,0,0,189.5197507706867
5726,1280829,147,59,1230,384.12,385.12,0,0,179.78285901443894
5727,1363865,147,59,2322,387.09,385.09,0,0,184.07834423274397
5728,1167634,147,59,2290,304.64,304.64,0,0,240.98161439020782
5729,1044391,147,59,1727,464.63,466.63,0,0,125.3716678136708
5730,1111828,147,59,1109,309.43,311.43,0,0,231.18726574637793
5731,1276735,147,59,1571,640.23,641.23,0,0,1.8926391227948898
5732,1467304,147,59,2956,639.23,639.23,0,0,9.643879322462055
5733,1078445,147,59,2577,320.13,320.13,0,1,495.9501971210466
5734,1377809,147,59,2640,313.31,314.31,0,0,236.22176760447434
5735,1420293,147,59,1878,319.13,321.13,0,1,492.5394239880444
5736,1444603,147,59,2306,224.1,335.62,0,0,256.2321996802433
5737,1274531,147,59,1216,417.13,418.13,0,0,156.57509399796442
5738,1179843,147,59,2126,493.79,484.03,0,1,375.6513303250446
5739,1142629,147,59,2826,379.33,379.33,0,0,191.20859457243347
5740,1367832,147,59,1754,242.5,327.86,1,0,573.3708925500521
5741,1441005,147,59,1971,243.5,346.35,1,1,831.6844957708402
5742,1122374,147,59,1902,446.23,447.23,0,0,139.48445197633055
5743,1185511,147,59,1198,169.75,228.01,0,0,308.7052334561663
5744,1233708,147,59,1311,212.46,212.46,0,0,300.8786035915361
5745,1427047,147,59,1803,135.8,192.12,0,0,336.14061546306317
5746,1441170,147,59,1438,196.0,195.0,0,0,313.39992429089955
5747,1431518,147,59,2494,194.0,194.0,0,0,319.5249466017251
5748,1054223,147,59,1847,195.0,195.0,0,0,315.70337947848
5749,1495200,147,59,1558,563.6,562.6,0,0,56.28852315291323
5750,1146335,147,59,2581,562.6,563.6,0,0,61.183166588679796
5751,1206301,147,59,1962,562.6,562.6,0,0,58.56786272908607
5752,1409480,147,59,1445,726.53,728.53,0,1,204.86075734560455
5753,1121979,147,59,2444,728.53,727.53,0,0,-55.05527618747874
5754,1453325,147,59,2867,728.53,727.53,0,1,211.42784971370128
5755,1248345,147,59,2760,242.53,241.53,0,0,287.1582359064704
5756,1029671,147,59,1525,318.19,318.19,0,0,227.79328089857728
5757,1311954,147,59,2704,321.13,321.13,0,0,231.4187814675949
5758,1201289,147,59,2492,388.03,387.03,0,0,183.86911960125883
5759,1223150,147,59,1543,398.73,484.03,0,1,404.28512449726696
5760,1336467,147,59,2304,387.03,486.03,0,1,411.08544152912947
5761,1191177,147,59,2664,345.38,344.38,0,0,214.59664548670412
5762,1083550,147,59,2569,344.38,343.38,0,0,214.83945587706512
5763,1283359,147,59,2490,292.03,290.03,0,0,251.52635487143203
5764,1365978,147,88,1885,122.28,121.28,0,0,353.5341019491076
5765,1114886,147,88,1993,118.37,118.37,0,0,356.4257277206274
5766,1467615,147,88,2539,118.34,118.34,0,0,359.0801826965477
5767,1479779,147,88,2139,276.48,277.48,0,0,245.92347684770576
5768,1258801,147,88,2631,93.18,150.35,0,0,355.996407281801
5769,1287867,147,88,1248,93.12,146.5,0,0,350.77118106268904
5770,1237737,147,88,1778,179.45,181.45,0,0,311.83083077080505
5771,1285268,147,88,1062,176.54,178.54,0,0,310.41740560791567
5772,1443123,147,88,2707,208.58,207.58,0,0,297.0018037513584
5773,1369157,147,88,1207,349.23,350.23,0,0,190.43006711445105
5774,1155410,147,88,1230,367.63,367.63,0,0,178.01267882885946
5775,1095804,147,88,2322,354.08,353.08,0,0,193.1483821392095
5776,1215216,147,88,2290,261.96,259.96,0,0,257.9410165533702
5777,1304127,147,88,1727,421.95,423.95,0,0,141.59065231150504
5778,1261101,147,88,1109,311.43,309.43,0,0,217.56609249742075
5779,1128126,147,88,1571,583.03,583.03,0,0,28.660454196456612
5780,1136502,147,88,2104,581.03,581.03,0,0,32.633192386713915
5781,1234971,147,88,2577,320.13,320.13,0,0,217.80725737954373
5782,1447907,147,88,2640,321.13,321.13,0,0,217.4101070761742
5783,1364763,147,88,1878,320.13,320.13,0,0,214.43589490476478
5784,1427813,147,88,2306,241.53,335.62,0,0,236.7663929343359
5785,1446359,147,88,1216,417.13,416.13,0,0,143.61551709788887
5786,1133369,147,88,2126,437.53,489.85,0,1,378.4074256475772
5787,1080009,147,88,2826,327.92,325.92,0,0,214.2877879076218
5788,1280020,147,88,1754,281.36,292.03,1,0,560.0806634002319
5789,1475697,147,88,1971,281.36,290.06,1,1,826.299537511768
5790,1266036,147,88,1902,446.23,447.23,0,0,125.78445741092679
5791,1397921,147,88,1247,445.23,445.23,0,0,123.69652815630354
5792,1249113,147,88,1770,426.83,427.83,0,0,138.7473412076023
5793,1424908,147,88,1558,513.19,512.19,0,0,77.92629181566849
5794,1028250,147,88,2581,511.19,512.19,0,0,83.52194225853987
5795,1051747,147,88,1962,512.19,511.19,0,0,80.57584022450544
5796,1319798,147,88,2444,728.53,726.53,0,0,-68.38506192021839
5797,1439914,147,88,2867,726.53,727.53,0,0,-66.05349367891995
5798,1280466,147,88,2760,261.93,262.93,0,0,259.1182877379031
5799,1381451,147,88,1525,321.13,319.13,0,0,212.77274339761328
5800,1297352,147,88,2704,321.13,321.13,0,0,217.7187869021912
5801,1486121,147,88,2492,447.23,447.23,0,0,128.29930138257976
5802,1096847,147,88,1543,388.03,445.26,0,1,408.4776668407668
5803,1223786,147,88,2304,389.03,458.81,0,1,406.80093503996045
5804,1034228,147,88,2664,284.24,284.24,0,0,243.38601050303103
5805,1480622,147,88,2569,283.24,284.24,0,0,243.25861206072796
5806,1388877,147,88,2490,279.36,281.36,0,0,245.22728375539128
5807,1265643,147,143,1885,140.65,142.65,0,0,313.5632284169013
5808,1349938,147,143,1993,142.62,143.62,0,0,313.0733506519723
5809,1086855,147,143,2539,143.56,144.56,0,0,315.04782883100086
5810,1467572,147,143,2631,97.0,154.26,0,0,327.30249340602376
5811,1287120,147,143,1248,97.0,149.41,0,0,322.4276281291094
5812,1233056,147,143,1778,177.51,179.51,0,0,287.20803605089196
5813,1281373,147,143,1062,183.33,183.33,0,0,280.4152373813048
5814,1359692,147,143,2707,212.49,212.49,0,0,267.9079092072174
5815,1037344,147,143,1207,369.63,367.63,0,0,151.25740235380624
5816,1323752,147,143,1230,368.63,368.63,0,0,151.32892350805787
5817,1124524,147,143,2322,368.63,369.63,0,0,156.22556420680803
5818,1210842,147,143,2290,298.79,297.79,0,0,205.7699713353353
5819,1452815,147,143,1727,447.23,447.23,0,0,98.6268645235242
5820,1433742,147,143,1109,310.43,310.43,0,0,191.54393352550085
5821,1473807,147,143,1571,583.03,581.03,0,0,3.41812354808809
5822,1466241,147,143,2956,582.03,582.03,0,0,10.058737249762999
5823,1283499,147,143,2104,587.85,588.85,0,0,1.4993674518975695
5824,1177655,147,143,2577,321.13,321.13,0,0,191.12350205874213
5825,1165860,147,143,2640,321.13,320.13,0,0,191.79756759514163
5826,1423393,147,143,1878,320.13,319.13,0,0,188.8233554237322
5827,1359559,147,143,2306,242.53,336.62,0,0,210.0826376135343
5828,1009910,147,143,1216,413.25,412.25,0,0,120.35267597175925
5829,1311852,147,143,2126,437.53,509.31,0,1,345.2204134502374
5830,1069980,147,143,2826,326.92,325.92,0,0,188.63583776836595
5831,1126737,147,143,1754,280.36,329.83,1,0,520.4348193862736
5832,1343858,147,143,1971,281.36,327.86,1,1,786.3228953233688
5833,1096127,147,143,1902,446.23,446.23,0,0,100.17191792989422
5834,1180122,147,143,1247,447.23,447.23,0,0,96.31176582839703
5835,1476984,147,143,1770,427.83,484.03,0,0,91.62805832374306
5836,1371198,147,143,1558,563.6,562.6,0,0,16.605780273812798
5837,1278606,147,143,2581,564.6,564.6,0,0,20.46861852803363
5838,1263980,147,143,1962,562.6,563.6,0,0,18.51491101732165
5839,1457860,147,143,1445,728.53,727.53,0,0,-99.55631822581256
5840,1052867,147,143,2444,727.53,726.53,0,0,-94.03701205947414
5841,1031655,147,143,2867,727.53,727.53,0,0,-92.36704016705744
5842,1305800,147,143,2760,261.93,261.93,0,0,233.5057482568705
5843,1465418,147,143,1525,319.13,321.13,0,0,186.7111737674701
5844,1000119,147,143,2704,319.13,320.13,0,0,192.76784377004026
5845,1285974,147,143,1543,388.03,460.81,0,0,112.29522600304443
5846,1278915,147,143,2304,388.03,483.09,0,0,107.71736926752146
5847,1218127,147,143,2664,322.07,322.07,0,0,190.88416711055527
5848,1103679,147,143,2569,323.07,322.07,0,0,190.0951723193706
5849,1483536,147,143,2490,292.03,291.03,0,0,211.47340315966755
5850,1210680,147,58,1885,139.68,141.68,0,0,354.39836169859706
5851,1410454,147,58,1993,139.71,138.71,0,0,356.0088551927798
5852,1069802,147,58,2539,141.62,142.62,0,0,356.56293890958835
5853,1316041,147,58,2139,288.15,287.15,0,0,252.65555091122684
5854,1066872,147,58,2631,109.64,146.53,0,0,366.138075242389
5855,1492890,147,58,1248,97.0,154.26,0,0,360.78727177549257
5856,1382675,147,58,1778,176.57,177.57,0,0,328.3923479550386
5857,1189808,147,58,1062,171.69,171.69,0,0,328.73011542881
5858,1355233,147,58,2707,207.61,206.61,0,0,311.85418871935747
5859,1146613,147,58,1207,367.63,368.63,0,0,191.70394635482785
5860,1140422,147,58,1230,357.02,357.02,0,0,199.62277134534997
5861,1332326,147,58,2322,350.2,351.2,0,0,209.3002798325557
5862,1143142,147,58,2290,299.79,297.79,0,0,245.59432964569842
5863,1215064,147,58,1727,445.23,445.23,0,0,140.18403502253796
5864,1187193,147,58,1109,309.43,309.43,0,0,232.40009701740973
5865,1335910,147,58,1571,582.03,583.03,0,0,43.16366054200472
5866,1045845,147,58,2104,583.03,581.03,0,0,46.14400420893952
5867,1301699,147,58,2640,321.13,319.13,0,0,232.3229329126097
5868,1395269,147,58,2306,241.53,335.62,0,0,250.9388011054432
5869,1151954,147,58,2126,437.53,507.31,0,0,121.67304242427042
5870,1023979,147,58,2826,327.92,326.92,0,0,228.089987246065
5871,1102244,147,58,1754,279.36,310.43,1,0,568.1028253992016
5872,1112950,147,58,1971,280.33,312.34,1,0,568.1214698346944
5873,1249463,147,58,1247,446.23,445.23,0,0,137.53813815296996
5874,1437490,147,58,1770,427.83,485.03,0,0,131.41300597588298
5875,1362996,147,58,1558,564.6,562.6,0,0,56.43013858417601
5876,1261591,147,58,2581,563.6,564.6,0,0,60.95457318727841
5877,1386312,147,58,1962,564.6,562.6,0,0,58.378679985908036
5878,1087412,147,58,1445,726.53,727.53,0,0,-58.739565392126906
5879,1360278,147,58,2867,727.53,728.53,0,0,-52.582092514917576
5880,1141438,147,58,2760,262.93,260.93,0,0,273.70031539989776
5881,1279045,147,58,1525,319.13,321.13,0,0,226.86633025227405
5882,1318675,147,58,2704,321.13,319.13,0,0,232.63161273862664
5883,1150418,147,58,2492,455.93,454.93,0,0,136.74315742453837
5884,1132502,147,58,1543,391.88,482.09,0,0,143.2987655571594
5885,1205741,147,58,2304,388.03,451.08,0,0,159.72291048590284
5886,1038747,147,58,2664,323.07,321.07,0,1,495.5216794296817
5887,1157526,147,58,2569,323.07,316.22,0,1,496.85899565135855
5888,1269099,147,58,2490,292.03,290.03,0,0,251.9987684771356
5889,1052017,147,10,1885,156.2,155.2,0,0,366.60420551298773
5890,1351714,147,10,1993,155.2,157.2,0,0,366.715483228504
5891,1079368,147,10,2539,155.23,156.23,0,0,369.69808661666207
5892,1058360,147,10,2139,292.03,290.03,0,0,272.9817056300955
5893,1364127,147,10,2631,95.06,165.93,0,0,386.4549143458247
5894,1437934,147,10,1248,98.0,163.93,0,0,379.55240726296165
5895,1292983,147,10,1778,192.06,194.06,0,0,339.8393936560909
5896,1486011,147,10,1062,193.03,194.03,0,0,336.0762701382986
5897,1099221,147,10,2707,237.68,238.68,0,0,312.710343424156
5898,1099528,147,10,1207,381.24,382.24,0,0,204.8390940619015
5899,1092985,147,10,1230,390.0,388.0,0,0,199.91983099012953
5900,1066687,147,10,2322,382.21,382.21,0,0,209.90710744156297
5901,1058556,147,10,2290,303.64,302.64,0,0,265.2010969094521
5902,1229539,147,10,1727,466.63,465.63,0,0,148.22854697692844
5903,1149272,147,10,1109,310.43,310.43,0,0,254.37494308407642
5904,1277023,147,10,1571,641.17,643.17,0,0,24.011750382927403
5905,1232348,147,10,2956,639.23,641.23,0,0,32.05172833660913
5906,1240251,147,10,2104,641.23,641.23,0,0,27.28083180387671
5907,1082662,147,10,2577,319.13,321.13,0,0,254.6161079661994
5908,1052320,147,10,2640,320.13,321.13,0,0,254.589166495494
5909,1447264,147,10,1878,321.13,319.13,0,0,251.32356680786694
5910,1281392,147,10,2306,244.5,336.62,0,0,272.26197476846147
5911,1189762,147,10,1216,417.13,417.13,0,0,180.09356951010375
5912,1216663,147,10,2126,484.03,485.03,0,0,137.21503317829917
5913,1297480,147,10,2826,378.33,377.33,0,0,215.42807709167766
5914,1147532,147,10,1754,246.44,328.86,1,0,594.8456055895663
5915,1132317,147,10,1971,244.5,346.35,1,0,590.0590190997755
5916,1067370,147,10,1902,446.23,445.23,0,0,163.37313632113387
5917,1158868,147,10,1247,446.23,445.23,0,0,160.2139912267416
5918,1396660,147,10,1770,426.83,485.03,0,0,154.4196572240955
5919,1177651,147,10,1198,179.45,180.45,0,0,346.2518899250694
5920,1017711,147,10,1311,186.24,186.24,0,0,342.4072739973023
5921,1430253,147,10,1803,208.61,208.61,0,0,329.0987234108706
5922,1366211,147,10,1438,194.0,196.0,0,0,336.83957848659236
5923,1489348,147,10,2494,196.0,194.0,0,0,342.01161693231865
5924,1134692,147,10,1847,195.0,195.0,0,0,338.8516461579552
5925,1088551,147,10,1558,564.6,562.6,0,0,79.10599165794764
5926,1400933,147,10,2581,562.6,564.6,0,0,83.96122443549086
5927,1077544,147,10,1962,564.6,563.6,0,0,80.68432422701562
5928,1329046,147,10,1445,726.53,728.53,0,0,-36.433921151019376
5929,1054376,147,10,2444,728.53,728.53,0,0,-32.27721834066767
5930,1041761,147,10,2867,728.53,727.53,0,0,-29.866828782922653
5931,1286192,147,10,2760,238.68,237.68,0,0,313.0053795632996
5932,1237636,147,10,1525,320.16,319.16,0,0,249.93077260671987
5933,1207260,147,10,2704,319.13,319.13,0,0,255.96906216127996
5934,1040659,147,10,2492,387.03,389.03,0,0,206.60776678984666
5935,1398440,147,10,1543,388.03,484.03,0,0,166.52998646715997
5936,1214968,147,10,2304,388.03,485.03,0,0,169.83017369072877
5937,1465365,147,10,2664,344.38,344.38,0,0,238.07571034062016
5938,1173359,147,10,2569,345.38,344.38,0,0,237.28671554943543
5939,1238143,147,10,2490,291.03,291.03,0,0,274.63521089268403
5940,1389027,147,101,1885,157.17,156.17,0,0,322.9345905970705
5941,1438706,147,101,1993,157.14,157.14,0,0,323.1063091810232
5942,1304503,147,101,2539,160.11,160.11,0,0,323.6577431356287
5943,1294685,147,101,2631,95.06,163.99,0,0,344.1834813621676
5944,1356431,147,101,1248,95.06,164.93,0,0,337.1651069441282
5945,1028461,147,101,1778,193.06,192.06,0,0,297.2593750279529
5946,1463605,147,101,1062,195.03,194.03,0,0,292.4250356703915
5947,1049233,147,101,2707,242.56,241.56,0,0,267.04020877578677
5948,1288867,147,101,1207,390.0,388.0,0,0,156.8192610586293
5949,1353480,147,101,1230,388.0,388.0,0,0,157.5917892199858
5950,1472800,147,101,2322,377.36,378.36,0,0,169.94714447433233
5951,1063313,147,101,2290,302.64,303.64,0,0,222.17204813220337
5952,1239916,147,101,1727,466.63,464.63,0,0,105.60911769056713
5953,1067887,147,101,1109,304.61,305.61,0,0,215.09495691373752
5954,1110530,147,101,2577,320.13,320.13,0,0,211.66588050539724
5955,1205668,147,101,2640,319.13,320.13,0,0,212.3005353835735
5956,1382956,147,101,1878,305.61,304.61,0,0,218.84334860644577
5957,1305198,147,101,2306,242.5,335.62,0,0,230.3041418309818
5958,1222096,147,101,1216,422.95,422.95,0,0,133.0240706097277
5959,1053275,147,101,2126,486.03,511.25,0,1,348.29986829403896
5960,1303892,147,101,2826,379.33,378.33,0,0,171.73743196554733
5961,1366790,147,101,1754,243.47,327.89,1,0,553.1975406163144
5962,1131553,147,101,1971,245.41,341.44,1,1,813.0290251864888
5963,1071864,147,101,1770,427.83,486.03,0,0,110.7290120979651
5964,1166942,147,101,1198,171.75,204.73,0,0,296.8207272921544
5965,1386720,147,101,1311,203.73,203.73,0,0,287.15702332401185
5966,1402512,147,101,1803,112.52,193.03,0,0,323.66333548677125
5967,1218776,147,101,1438,194.0,195.0,0,0,294.22014920023105
5968,1268696,147,101,2494,194.0,195.0,0,0,299.3133663295108
5969,1485716,147,101,1847,194.0,195.0,0,0,296.19280621337066
5970,1361772,147,101,1558,564.6,563.6,0,0,35.74614470625818
